Trap Name,QR Code,Trap ID,Date,adm2,Lat,Long,Crop,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
TP862382065569955,TP862382065569955,6545,5/10/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/11/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/12/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/13/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/14/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/15/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/16/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/17/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/18/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/19/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
TP862382065569955,TP862382065569955,6545,5/20/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,1,1,0
TP862382065569955,TP862382065569955,6545,5/28/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,5/29/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,5/30/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,5/31/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,6/1/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,6/2/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,6/3/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
TP862382065569955,TP862382065569955,6545,6/4/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,2,1,0
TP862382065569955,TP862382065569955,6545,6/12/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/13/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/14/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/15/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/16/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/17/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/18/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/19/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/20/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/21/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/22/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,2,1,0
TP862382065569955,TP862382065569955,6545,6/23/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,3,2,0
TP862382065569955,TP862382065569955,6545,7/13/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,0,0.14,0.43,0,6,0,0
TP862382065569955,TP862382065569955,6545,7/14/2024,Adams,39.8781,-77.3691,Apples,Cydia pomonella,1,0.14,0.43,1,7,1,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/25/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/26/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/27/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/28/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/29/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,4/30/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/1/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/2/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/3/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/4/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/5/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,1,1,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/16/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/17/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/18/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/19/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/20/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,2,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,5/21/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,3,1,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/5/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,20,0,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/6/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,21,1,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/15/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,0,0.14,0.43,0,22,1,0
GFS_RL_Sharrah Orchards_CM1,TP864499062041313,6216,7/16/2024,Adams,39.8863,-77.3885,Apples,Cydia pomonella,1,0.14,0.43,1,23,2,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/25/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/26/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/27/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/28/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/29/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,4/30/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/1/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,5/2/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,1,0.14,0.43,1,1,1,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,4/28/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,4/29/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,4/30/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/1/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/2/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/3/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/4/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/5/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/6/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/7/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/8/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/9/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/10/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/11/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/12/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/13/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/14/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/15/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,5/16/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,1,0.14,0.43,1,1,1,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/5/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,61,0,0
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/6/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,1,0.14,0.43,1,62,1,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,4/28/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,4/29/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,4/30/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/1/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/2/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/3/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,2,0.14,0.43,2,2,2,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/18/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,4,3,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/19/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,4,3,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/20/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,4,3,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,5/21/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,1,0.14,0.43,1,5,4,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,6/27/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,14,0.14,0.43,14,65,35,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/5/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,65,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/6/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,65,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/7/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,0,0.14,0.43,0,65,0,0
GFS_RL_Flickinger_Romes_CM,TP864499062056725,6288,7/8/2024,Adams,39.8986,-77.3546,Apples,Cydia pomonella,1,0.14,0.43,1,66,1,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/21/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/22/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/23/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/24/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/25/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/26/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/27/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/28/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/29/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,4/30/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/1/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/2/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/3/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/4/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/5/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/6/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/7/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/8/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/9/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/10/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/11/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/12/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/13/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/14/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/15/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/16/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,5/17/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,1,0.14,0.43,1,1,1,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/8/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,27,0,0
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,7/9/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,1,0.14,0.43,1,28,1,0
Peter Aville Back Block CM,TP862382065587080,4695,3/18/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/19/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/20/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/21/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/22/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/23/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/24/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/25/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/26/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/27/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/28/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,3/29/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/30/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,3/31/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/1/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/2/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/3/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/4/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/5/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/6/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/7/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/8/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/9/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/10/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/11/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/12/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/13/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/14/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/15/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/16/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/17/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/18/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/19/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/20/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/21/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/22/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/23/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/24/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/25/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/26/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/27/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,0,0,0
Peter Aville Back Block CM,TP862382065587080,4695,4/28/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,1,0.14,0.43,,0,,0
Peter Aville Back Block CM,TP862382065587080,4695,4/29/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,1,0.14,0.43,2,2,2,0
Peter Aville Back Block CM,TP862382065587080,4695,7/5/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,7,0.14,0.43,7,135,16,0
Peters Avile Barn Block CM Mega Lure AA,TP862382065580143,4922,4/8/2024,Adams,39.9101,-77.3295,Apples,Cydia pomonella,0,0.14,0.43,0,1,0,0
